lemma,type,origin,label,set
não,syn,ASSIN,1,train
não,syn,ASSIN,0,train
imediato,morph,ASSIN,0,train
sem,syn,ASSIN,0,train
nem,syn,ASSIN,0,train
nem,syn,ASSIN,0,train
nada,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
sem,syn,ASSIN,0,train
ninguém,syn,ASSIN,0,train
indeterminar,morph,ASSIN,1,train
não,syn,ASSIN,0,train
desaparecimento,morph,ASSIN,1,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
ninguém,syn,ASSIN,0,train
não,syn,ASSIN,1,train
não,syn,ASSIN,1,train
negar,lex,ASSIN,0,train
não,syn,ASSIN,0,train
insatisfeito,morph,ASSIN,0,train
não,syn,ASSIN,0,train
indeterminar,morph,ASSIN,1,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
nenhum,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
nunca,syn,ASSIN,1,train
não,syn,ASSIN,1,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
nada,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
desoneração,morph,ASSIN,0,train
não,syn,ASSIN,1,train
intolerância,morph,ASSIN,1,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
sem,syn,ASSIN,0,train
não,syn,ASSIN,0,train
inoxidável,morph,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
ninguém,syn,ASSIN,1,train
não,syn,ASSIN,1,train
não,syn,ASSIN,0,train
parar,lex,ASSIN,0,train
desempregar,morph,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
improbidade,morph,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,1,train
sem,syn,ASSIN,0,train
parar,lex,ASSIN,0,train
opor,lex,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
parar,lex,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,1,train
não,syn,ASSIN,0,train
incrível,morph,ASSIN,0,train
não,syn,ASSIN,0,train
desentender,morph,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,1,train
independente,morph,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,1,train
não,syn,ASSIN,0,train
sem,syn,ASSIN,0,train
nenhum,syn,ASSIN,0,train
nunca,syn,ASSIN,0,train
não,syn,ASSIN,0,train
evitar,lex,ASSIN,0,train
não,syn,ASSIN,0,train
irregularidade,morph,ASSIN,0,train
não,syn,ASSIN,0,train
nenhum,syn,ASSIN,0,train
não,syn,ASSIN,0,train
infelizmente,morph,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
exceto,syn,ASSIN,0,train
descriminalização,morph,ASSIN,1,train
não,syn,ASSIN,1,train
rejeitar,lex,ASSIN,0,train
desemprego,morph,ASSIN,0,train
não,syn,ASSIN,0,train
sequer,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
indefinição,morph,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
sem,syn,ASSIN,0,train
não,syn,ASSIN,0,train
nenhum,syn,ASSIN,0,train
sem,syn,ASSIN,0,train
inquieto,morph,ASSIN,0,train
não,syn,ASSIN,0,train
inacessível,morph,ASSIN,1,train
ninguém,syn,ASSIN,0,train
nunca,syn,ASSIN,0,train
sem,syn,ASSIN,0,train
não,syn,ASSIN,0,train
evitar,lex,ASSIN,0,train
não,syn,ASSIN,0,train
sem,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
sem,syn,ASSIN,1,train
ninguém,syn,ASSIN,1,train
parar,lex,ASSIN,0,train
sem,syn,ASSIN,1,train
não,syn,ASSIN,1,train
sem,syn,ASSIN,0,train
irresponsável,morph,ASSIN,0,train
não,syn,ASSIN,0,train
opor,lex,ASSIN,1,train
não,syn,ASSIN,1,train
não,syn,ASSIN,0,train
rejeitar,lex,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
resistir,lex,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,1,train
nunca,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
sem,syn,ASSIN,0,train
nunca,syn,ASSIN,1,train
não,syn,ASSIN,1,train
imóvel,morph,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
incerto,morph,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
sem,syn,ASSIN,0,train
não,syn,ASSIN,0,train
proibir,lex,ASSIN,0,train
jamais,syn,ASSIN,1,train
nunca,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
sem,syn,ASSIN,0,train
sem,syn,ASSIN,0,train
ninguém,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
independente,morph,ASSIN,0,train
não,syn,ASSIN,1,train
nenhum,syn,ASSIN,1,train
não,syn,ASSIN,1,train
ninguém,syn,ASSIN,1,train
não,syn,ASSIN,0,train
jamais,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
parar,lex,ASSIN,0,train
não,syn,ASSIN,0,train
sem,syn,ASSIN,0,train
negar,lex,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
sem,syn,ASSIN,0,train
não,syn,ASSIN,0,train
ilegal,morph,ASSIN,1,train
não,syn,ASSIN,0,train
desentender,morph,ASSIN,1,train
não,syn,ASSIN,0,train
sem,syn,ASSIN,1,train
não,syn,ASSIN,0,train
nenhum,syn,ASSIN,0,train
desaparecer,morph,ASSIN,0,train
ausência,lex,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
desafeto,morph,ASSIN,0,train
não,syn,ASSIN,0,train
independência,morph,ASSIN,0,train
não,syn,ASSIN,0,train
nada,syn,ASSIN,0,train
imprevisível,morph,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,1,train
não,syn,ASSIN,1,train
insuficiente,morph,ASSIN,0,train
não,syn,ASSIN,0,train
sem,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
indiscutível,morph,ASSIN,0,train
não,syn,ASSIN,0,train
indeciso,morph,ASSIN,0,train
descontente,morph,ASSIN,1,train
não,syn,ASSIN,0,train
desemprego,morph,ASSIN,1,train
nem,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
desvantagem,morph,ASSIN,0,train
ilegalidade,morph,ASSIN,1,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,1,train
não,syn,ASSIN,0,train
nunca,syn,ASSIN,1,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
nem,syn,ASSIN,0,train
desemprego,morph,ASSIN,0,train
ninguém,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,1,train
não,syn,ASSIN,0,train
desempregar,morph,ASSIN,1,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
rejeitar,lex,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,1,train
desaparecer,morph,ASSIN,0,train
não,syn,ASSIN,1,train
independência,morph,ASSIN,1,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
sem,syn,ASSIN,0,train
desaparecer,morph,ASSIN,0,train
não,syn,ASSIN,0,train
nem,syn,ASSIN,0,train
não,syn,ASSIN,0,train
nunca,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
desconfiança,morph,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
sem,syn,ASSIN,1,train
não,syn,ASSIN,0,train
não,syn,ASSIN,1,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,1,train
nunca,syn,ASSIN,1,train
não,syn,ASSIN,1,train
nem,syn,ASSIN,0,train
ausente,lex,ASSIN,1,train
não,syn,ASSIN,0,train
desvantagem,morph,ASSIN,1,train
não,syn,ASSIN,0,train
desperceber,morph,ASSIN,0,train
não,syn,ASSIN,0,train
sem,syn,ASSIN,1,train
nenhum,syn,ASSIN,1,train
ilegal,morph,ASSIN,0,train
ausente,lex,ASSIN,0,train
imediato,morph,ASSIN,0,train
não,syn,ASSIN,0,train
proibir,lex,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,1,train
insólito,morph,ASSIN,0,train
não,syn,ASSIN,0,train
ninguém,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
sem,syn,ASSIN,0,train
não,syn,ASSIN,0,train
nenhum,syn,ASSIN,0,train
insubstituível,morph,ASSIN,0,train
sem,syn,ASSIN,1,train
sem,syn,ASSIN,1,train
não,syn,ASSIN,0,train
não,syn,ASSIN,1,train
não,syn,ASSIN,0,train
invulgar,morph,ASSIN,1,train
não,syn,ASSIN,0,train
nada,syn,ASSIN,0,train
sem,syn,ASSIN,0,train
nunca,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
nada,syn,ASSIN,1,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
sem,syn,ASSIN,1,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
nenhum,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
excluir,lex,ASSIN,0,train
não,syn,ASSIN,0,train
ninguém,syn,ASSIN,1,train
imediato,morph,ASSIN,0,train
incontável,morph,ASSIN,1,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,1,train
sem,syn,ASSIN,0,train
não,syn,ASSIN,1,train
incumprimento,morph,ASSIN,0,train
nunca,syn,ASSIN,0,train
descansar,morph,ASSIN,0,train
sem,syn,ASSIN,1,train
não,syn,ASSIN,0,train
inapropriadamente,morph,ASSIN,0,train
evitar,lex,ASSIN,0,train
independentemente,morph,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
nem,syn,ASSIN,1,train
não,syn,ASSIN,0,train
nunca,syn,ASSIN,0,train
não,syn,ASSIN,1,train
não,syn,ASSIN,1,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
anormal,morph,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,1,train
nem,syn,ASSIN,0,train
nem,syn,ASSIN,0,train
nunca,syn,ASSIN,0,train
sem,syn,ASSIN,1,train
não,syn,ASSIN,1,train
não,syn,ASSIN,0,train
negar,lex,ASSIN,1,train
não,syn,ASSIN,1,train
nada,syn,ASSIN,1,train
não,syn,ASSIN,1,train
independência,morph,ASSIN,0,train
não,syn,ASSIN,1,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,1,train
não,syn,ASSIN,1,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
nada,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
nenhum,syn,ASSIN,0,train
sem,syn,ASSIN,0,train
nada,syn,ASSIN,1,train
irreversível,morph,ASSIN,1,train
negar,lex,ASSIN,0,train
desocupar,morph,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
ninguém,syn,ASSIN,1,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
sem,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,1,train
não,syn,ASSIN,0,train
não,syn,ASSIN,1,train
não,syn,ASSIN,0,train
desemprego,morph,ASSIN,0,train
não,syn,ASSIN,1,train
infeliz,morph,ASSIN,1,train
não,syn,ASSIN,0,train
desemprego,morph,ASSIN,1,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
nunca,syn,ASSIN,0,train
não,syn,ASSIN,1,train
não,syn,ASSIN,0,train
não,syn,ASSIN,1,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,1,train
não,syn,ASSIN,1,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
sem,syn,ASSIN,0,train
não,syn,ASSIN,1,train
não,syn,ASSIN,0,train
não,syn,ASSIN,1,train
não,syn,ASSIN,1,train
não,syn,ASSIN,1,train
não,syn,ASSIN,1,train
não,syn,ASSIN,0,train
sem,syn,ASSIN,0,train
não,syn,ASSIN,0,train
nunca,syn,ASSIN,0,train
não,syn,ASSIN,1,train
impossível,morph,ASSIN,0,train
não,syn,ASSIN,0,train
nunca,syn,ASSIN,1,train
não,syn,ASSIN,1,train
nem,syn,ASSIN,0,train
sem,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,1,train
nunca,syn,ASSIN,0,train
imparidade,morph,ASSIN,1,train
nunca,syn,ASSIN,0,train
nenhum,syn,ASSIN,0,train
nunca,syn,ASSIN,0,train
desaparecer,morph,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
nunca,syn,ASSIN,0,train
não,syn,ASSIN,0,train
sem,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
sem,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
nunca,syn,ASSIN,0,train
não,syn,ASSIN,0,train
sem,syn,ASSIN,0,train
nunca,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
parar,lex,ASSIN,0,train
não,syn,ASSIN,0,train
imediato,morph,ASSIN,0,train
insólito,morph,ASSIN,1,train
não,syn,ASSIN,1,train
sem,syn,ASSIN,0,train
ilegalmente,morph,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
inédito,morph,ASSIN,0,train
não,syn,ASSIN,0,train
nada,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
irreversível,morph,ASSIN,0,train
não,syn,ASSIN,0,train
nenhum,syn,ASSIN,0,train
sem,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
recusar,lex,ASSIN,0,train
nem,syn,ASSIN,0,train
não,syn,ASSIN,0,train
desvantagem,morph,ASSIN,0,train
não,syn,ASSIN,0,train
sem,syn,ASSIN,0,train
não,syn,ASSIN,0,train
irracional,morph,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
incumprimento,morph,ASSIN,1,train
não,syn,ASSIN,1,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
nem,syn,ASSIN,1,train
nem,syn,ASSIN,1,train
não,syn,ASSIN,0,train
não,syn,ASSIN,1,train
não,syn,ASSIN,0,train
evitar,lex,ASSIN,1,train
nunca,syn,ASSIN,0,train
desemprego,morph,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
sem,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,1,train
não,syn,ASSIN,0,train
nenhum,syn,ASSIN,0,train
inconclusivo,morph,ASSIN,1,train
desvantagem,morph,ASSIN,0,train
sem,syn,ASSIN,0,train
não,syn,ASSIN,0,train
desconhecer,morph,ASSIN,1,train
desequilibrar,morph,ASSIN,1,train
proibir,lex,ASSIN,0,train
não,syn,ASSIN,1,train
independente,morph,ASSIN,1,train
sem,syn,ASSIN,0,train
não,syn,ASSIN,1,train
desemprego,morph,ASSIN,0,train
independente,morph,ASSIN,1,train
inconstitucional,morph,ASSIN,1,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
nada,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
nunca,syn,ASSIN,1,train
ninguém,syn,ASSIN,1,train
nem,syn,ASSIN,1,train
não,syn,ASSIN,0,train
nenhum,syn,ASSIN,0,train
ninguém,syn,ASSIN,0,train
não,syn,ASSIN,1,train
não,syn,ASSIN,0,train
rejeitar,lex,ASSIN,1,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
sem,syn,ASSIN,0,train
nem,syn,ASSIN,0,train
desemprego,morph,ASSIN,0,train
não,syn,ASSIN,0,train
infelizmente,morph,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN,1,train
não,syn,ASSIN,0,train
não,syn,ASSIN,1,train
não,syn,ASSIN,0,train
não,syn,ASSIN,0,train
não,syn,ASSIN 2,1,train
descuidadamente,morph,ASSIN 2,1,train
sem,syn,ASSIN 2,1,train
parar,lex,ASSIN 2,1,train
não,syn,ASSIN 2,1,train
não,syn,ASSIN 2,1,train
sem,syn,ASSIN 2,1,train
sem,syn,ASSIN 2,1,train
não,syn,ASSIN 2,1,train
não,syn,ASSIN 2,1,train
não,syn,ASSIN 2,1,train
desconfiadamente,morph,ASSIN 2,1,train
sem,syn,ASSIN 2,1,train
descansar,morph,ASSIN 2,1,train
descansar,morph,ASSIN 2,1,train
sem,syn,ASSIN 2,1,train
descuidadamente,morph,ASSIN 2,1,train
descansar,morph,ASSIN 2,1,train
desconfiadamente,morph,ASSIN 2,1,train
não,syn,ASSIN 2,1,train
imprudentemente,morph,ASSIN 2,1,train
descansar,morph,ASSIN 2,1,train
sem,syn,ASSIN 2,1,train
sem,syn,ASSIN 2,1,train
imprudentemente,morph,ASSIN 2,1,train
parar,lex,ASSIN 2,1,train
não,syn,ASSIN 2,1,train
nenhum,syn,ASSIN 2,1,train
descansar,morph,ASSIN 2,1,train
descansar,morph,ASSIN 2,1,train
sem,syn,ASSIN 2,1,train
sem,syn,ASSIN 2,1,train
não,syn,ASSIN 2,1,train
desnutrir,morph,ASSIN 2,1,train
descalço,morph,ASSIN 2,1,train
descuidadamente,morph,ASSIN 2,1,train
sem,syn,ASSIN 2,1,train
descuidadamente,morph,ASSIN 2,1,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
ninguém,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
parar,lex,ASSIN 2,0,train
imprudentemente,morph,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
sem,syn,ASSIN 2,0,train
sem,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
sem,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
sem,syn,ASSIN 2,0,train
imprudentemente,morph,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
sem,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
descuidadamente,morph,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
descuidadamente,morph,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
nem,syn,ASSIN 2,0,train
ninguém,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
ninguém,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
parar,lex,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nem,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
ninguém,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
parar,lex,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
parar,lex,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
imprudentemente,morph,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
ninguém,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
imprudentemente,morph,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
negar,lex,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
descansar,morph,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
ninguém,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
não,syn,ASSIN 2,0,train
nenhum,syn,ASSIN 2,0,train
