token,token_en,neg_type,lemma
indecorosamente,unseemly,morph,indecorosamente
indecoroso,unseemly,morph,indecoroso
indecência,indecency,morph,indecênciar
indedutibilidade,non-deductibility,morph,indedutibilidade
indedutíveis,non-deductible,morph,indedutível
indedutível,nondeductible,morph,indedutível
indefectível,indefectible,morph,indefectível
indefensável,indefensible,morph,indefensável
indefensível,indefensible,morph,indefensível
indeferimento,rejection,morph,indeferimento
indeferir,reject,morph,indeferir
indeferitório,dismissive,morph,indeferitório
indefesso,helpless,morph,indefesso
indefinibilidade,indefinability,morph,indefinibilidade
indefinidamente,indefinitely,morph,indefinidamente
indefinido,indefinite,morph,indefinir
indefinir,indefinite,morph,indefinir
indefinitivamente,indefinitely,morph,indefinitivamente
indefinito,indefinite,morph,indefinito
indefinição,vagueness,morph,indefinição
indefinível,indefinable,morph,indefinível
indeformável,indeformable,morph,indeformável
indegradável,non-degradable,morph,indegradável
indeiscente,indehiscent,morph,indeiscente
indelegável,non-delegable,morph,indelegável
indelicadamente,unkindly,morph,indelicadamente
indelicadeza,rudeness,morph,indelicadeza
indelicado,impolite,morph,indelicar
indemissível,inmissible,morph,indemissível
indemonstrável,indemonstrable,morph,indemonstrável
independencia,independence,morph,independencia
independente,independent,morph,independente
independentemente,independently,morph,independentemente
independer,independent,morph,independer
independãªncia,independence,morph,independãªncia
independência,independence,morph,independência
indepência,independence,morph,indepência
indepêndência,independence,morph,indepêndência
indescartável,indisposable,morph,indescartável
indescritível,indescribable,morph,indescritível
indesculpável,inexcusable,morph,indesculpável
indesejabilidade,undesirability,morph,indesejabilidade
indesejadamente,unwantedly,morph,indesejadamente
indesejável,undesirable,morph,indesejável
indeslocável,indisplaceable,morph,indeslocável
indesmentível,undeniable,morph,indesmentível
indestrutibilidade,indestructibility,morph,indestrutibilidade
indestrutível,indestructible,morph,indestrutível
indesvendável,undiscoverable,morph,indesvendável
indetectável,undetectable,morph,indetectável
indeterminabilidade,indeterminability,morph,indeterminabilidade
indeterminadamente,indefinitely,morph,indeterminadamente
indeterminado,indeterminate,morph,indeterminar
indeterminar,indeterminate,morph,indeterminar
indeterminação,indeterminacy,morph,indeterminação
indeterminismo,indeterminism,morph,indeterminismo
indeterminista,indeterministic,morph,indeterminista
indeterminável,indeterminable,morph,indeterminável
indeterminístico,indeterministic,morph,indeterminístico
indevassado,uninhabited,morph,indevassar
indevassável,indescribable,morph,indevassável
indevidamente,unduly,morph,indevidamente
indevido,undue,morph,indever
indiferenciadamente,indifferently,morph,indiferenciadamente
indiferenciar,indifferentize,morph,indiferenciar
indiferenciação,indifferentiation,morph,indiferenciação
indiferenciável,indifferentiable,morph,indiferenciável
indifferente,indifferent,morph,indifferente
indigerível,indigestible,morph,indigerível
indigestibilidade,indigestibility,morph,indigestibilidade
indigestão,indigestion,morph,indigestão
indigestível,indigestible,morph,indigestível
indignamente,unworthily,morph,indignamente
indignidade,indignity,morph,indignidade
indigno,unworthy,morph,indigno
indiretamente,indirectly,morph,indiretamente
indireto,indirect,morph,indireto
indireção,indirection,morph,indireção
indirigível,undriveable,morph,indirigível
indiscernível,indiscernible,morph,indiscernível
indisciplina,indiscipline,morph,indisciplina
indisciplinadamente,undisciplined,morph,indisciplinadamente
indisciplinado,undisciplined,morph,indisciplinar
indisciplinar,undisciplined,morph,indisciplinar
indiscretamente,indiscreetly,morph,indiscretamente
indiscreto,indiscreet,morph,indiscreto
indiscriminadamente,indiscriminately,morph,indiscriminadamente
indiscriminação,indiscriminate,morph,indiscriminação
indiscrição,indiscretion,morph,indiscrição
indiscutibilidade,indisputability,morph,indiscutibilidade
indiscutido,undisputed,morph,indiscuter
indiscutível,indisputable,morph,indiscutível
indisfarçadamente,undisguisedly,morph,indisfarçadamente
indisfarçado,undisguised,morph,indisfarçar
indisfarçável,undisguised,morph,indisfarçável
indispensabilidade,indispensability,morph,indispensabilidade
indispensável,indispensable,morph,indispensável
indisponibilidade,unavailability,morph,indisponibilidade
indisponibilizar,make unavailable,morph,indisponibilizar
indisponãvel,unavailable,morph,indisponãvel
indisponível,unavailable,morph,indisponível
indispor,unwell,morph,indispor
indisposição,indisposition,morph,indisposição
indisposto,unwell,morph,indisposto
indisputável,indisputable,morph,indisputável
indissociação,indissociation,morph,indissociação
indissociável,inseparable,morph,indissociável
indissolubilidade,indissolubility,morph,indissolubilidade
indissolúvel,indissoluble,morph,indissolúvel
indistinguibilidade,indistinguishability,morph,indistinguibilidade
indistinguir,indistinguish,morph,indistinguir
indistinguível,indistinguishable,morph,indistinguível
indistingüível,indistinguishable,morph,indistingüível
indistintamente,indistinctly,morph,indistintamente
indistinto,indistinct,morph,indistinto
indistinção,indistinction,morph,indistinção
indivisibilidade,indivisibility,morph,indivisibilidade
indivisão,indivision,morph,indivisão
indivisível,indivisible,morph,indivisível
indizível,unspeakable,morph,indizível
indocil,indocile,morph,indocil
indocilidade,indocility,morph,indocilidade
indolente,indolent,morph,indolente
indolência,indolence,morph,indolência
indomesticável,undomesticable,morph,indomesticável
indominável,indomitable,morph,indominável
indomável,indomitable,morph,indomável
indouto,unlearned,morph,Indouto
indubitável,indubitable,morph,indubitável
induvidosamente,undoubtedly,morph,induvidosamente
induvidável,undoubted,morph,induvidável
indébito,undue,morph,indébito
indócil,indocile,morph,indócil
ineditar,unedit,morph,ineditar
ineducável,ineducable,morph,ineducável
inefetividade,ineffectiveness,morph,inefetividade
inefetivo,ineffective,morph,inefetivo
ineficacia,ineffectiveness,morph,ineficacer
ineficaz,ineffective,morph,ineficaz
ineficazmente,ineffectively,morph,ineficazmente
ineficiente,inefficient,morph,ineficiente
ineficientemente,inefficiently,morph,ineficientemente
ineficiãªncia,inefficiency,morph,ineficiãªncia
ineficiência,inefficiency,morph,ineficiência
ineficácia,ineffectiveness,morph,ineficácia
ineficência,inefficiency,morph,ineficência
inelasticidade,inelasticity,morph,inelasticidade
inelegibilidade,ineligibility,morph,inelegibilidade
inelegível,ineligible,morph,inelegível
ineliminável,ineliminable,morph,ineliminável
inelástico,inelastic,morph,inelástico
inempregável,unemployable,morph,inempregável
inencontrável,unfindable,morph,inencontrável
inequação,inequality,morph,inequação
inequidade,inequity,morph,inequidade
inequivocidade,unequivocality,morph,inequivocidade
inequívoco,unambiguous,morph,inequívoco
ineqüidade,inequity,morph,ineqüidade
inerradicável,ineradicable,morph,inerradicável
inerrante,inerrant,morph,inerrante
inerrância,inerrancy,morph,inerrância
inescrupulosamente,unscrupulously,morph,inescrupulosamente
inescrupulosidade,unscrupulousness,morph,inescrupulosidade
inescrupuloso,unscrupulous,morph,inescrupuloso
inescusabilidade,inexcusability,morph,inescusabilidade
inescusável,inexcusable,morph,inescusável
inesgotabilidade,inexhaustibility,morph,inesgotabilidade
inesgotável,inexhaustible,morph,inesgotável
inespecificidade,nonspecificity,morph,inespecificidade
inespecifico,nonspecific,morph,inespecifico
inespecífico,nonspecific,morph,inespecífico
inesperadamente,unexpectedly,morph,inesperadamente
inesperável,unexpected,morph,inesperável
inesquecido,unforgotten,morph,inesquecir
inesquecível,unforgettable,morph,inesquecível
inessencial,inessential,morph,inessencial
inestimável,invaluable,morph,inestimável
inestético,unsightly,morph,inestético
inevitabilidade,inevitability,morph,inevitabilidader
inevitável,inevitable,morph,inevitável
inexactidão,inaccuracy,morph,inexactidão
inexatamente,inaccurately,morph,inexatamente
inexatidão,inaccuracy,morph,inexatidãor
inexato,inaccurate,morph,inexato
inexaurível,inexhaustible,morph,inexaurível
inexcusável,inexcusable,morph,inexcusável
inexecutável,unexecutable,morph,inexecutável
inexecução,non-execution,morph,inexecução
inexequibilidade,unenforceability,morph,inexequibilidade
inexeqüibilidade,unenforceability,morph,inexeqüibilidade
inexeqüível,unenforceable,morph,inexeqüível
inexigibilidade,unenforceability,morph,inexigibilidade
inexigir,undemand,morph,inexigir
inexigência,lack of demand,morph,inexigência
inexigível,undemandable,morph,inexigível
inexistente,non-existent,morph,inexistente
inexistir,non-exist,morph,inexistir
inexistãªncia,non-existence,morph,inexistãªncer
inexisténcia,non-existence,morph,inexisténcia
inexistência,non-existence,morph,inexistência
inexitosas,unsuccessful,morph,inexitoso
inexitoso,unsuccessful,morph,inexitoso
inexperiente,inexperienced,morph,inexperiente
inexperiência,inexperience,morph,inexperiência
inexperto,inexpert,morph,inexperto
inexplicável,inexplicable,morph,inexplicável
inexplorável,unexploitable,morph,inexplorável
inexpressivamente,blankly,morph,inexpressivamente
inexpressividade,inexpressiveness,morph,inexpressividade
inexpressivo,expressionless,morph,inexpressivo
inexpressável,inexpressible,morph,inexpressável
inexpressão,inexpression,morph,inexpressão
inexprimível,inexpressible,morph,inexprimível
inextensível,inextensible,morph,inextensível
inextinguível,inextinguishable,morph,inextinguível
inextirpável,ineradicable,morph,inextirpável
infactível,infeasible,morph,infactível
infalibilidade,infallibility,morph,infalibilidade
infalsificável,unfalsifiable,morph,infalsificável
infalível,infallible,morph,infalível
infatigabilidade,indefatigability,morph,infatigabilidade
infatigável,indefatigable,morph,infatigável
infausto,unfortunate,morph,infausto
infecundidade,infecundity,morph,infecundidader
infecundo,infertile,morph,infecur
infelicidade,unhappiness,morph,infelicidade
infeliz,unhappy,morph,infeliz
infelizmente,unfortunately,morph,infelizmente
infertilidade,infertility,morph,infertilidade
infertéis,infertile,morph,infertel
infidelidade,infidelity,morph,infidelidade
infiel,unfaithful,morph,infiel
infielmente,unfaithfully,morph,infielmente
infilmável,unfilmable,morph,infilmável
infinitamente,infinitely,morph,infinitamente
infinito,infinite,morph,infinito
infinitude,infinity,morph,infinitude
infiél,unfaithful,morph,infiélr
inflexibilidade,inflexibility,morph,inflexibilidade
inflexivo,inflective,morph,inflexivo
inflexãvel,inflexible,morph,inflexãvel
inflexível,inflexible,morph,inflexível
informal,informal,morph,informal
informalidade,informality,morph,informalidade
informalismo,informalism,morph,informalismo
informalizar,informalize,morph,informalizar
informalização,informalization,morph,informalização
informalmente,informally,morph,informalmente
infortuna,misfortune,morph,infortunar
infrangível,infringeable,morph,infrangível
infranqueável,unbreakable,morph,infranqueável
infrequentemente,infrequently,morph,infrequentemente
infrequentável,infrequent,morph,infrequentável
infrequência,infrequency,morph,infrequência
infreqüente,infrequent,morph,infreqüente
infreqüentemente,infrequently,morph,infreqüentemente
infreqüência,infrequency,morph,infreqüência
infrutuoso,fruitless,morph,infrutuoso
infrutífero,fruitless,morph,infrutífero
infundadamente,unfoundedly,morph,infundadamente
infundado,unfounded,morph,infundar
infungibilidade,infungibility,morph,infungibilidade
infungível,infungible,morph,infungível
infusível,infusible,morph,infusível
infértil,infertile,morph,infértil
inglorioso,inglorious,morph,inglorioso
ingovernabilidade,ungovernability,morph,ingovernabilidade
ingovernável,ungovernable,morph,ingovernável
ingratidão,ingratitude,morph,ingratidão
ingrato,ungrateful,morph,ingrato
inhumano,inhuman,morph,inhumano
inidentificável,unidentifiable,morph,inidentificável
inidoneidade,unsuitability,morph,inidoneidade
inidôneo,unsuitable,morph,inidôneo
inigualável,unparalleled,morph,inigualável
inimaginável,unimaginable,morph,inimaginável
inimitável,inimitable,morph,inimitável
inimpugnável,unimpeachable,morph,inimpugnável
inimputabilidade,non-imputability,morph,inimputabilidade
inimputável,unaccountable,morph,inimputável
ininteligente,unwise,morph,ininteligente
ininteligibilidade,unintelligibility,morph,ininteligibilidade
ininteligível,unintelligible,morph,ininteligível
inintencional,unintentional,morph,inintencional
ininterrompido,uninterrupted,morph,ininterromper
ininterrupto,uninterrupted,morph,ininterrupto
injogável,unplayable,morph,injogável
injuridicidade,wrongfulness,morph,injuridicidade
injurídico,insulting,morph,injurídico
injustamente,unfairly,morph,injustamente
injusticia,injustice,morph,injusticia
injustificadamente,unjustifiably,morph,injustificadamente
injustificável,unjustifiable,morph,injustificável
injustiça,injustice,morph,injustiço
injustiçar,wrong,morph,injustiçar
injusto,unfair,morph,injusto
inobservancia,non-compliance,morph,inobservancia
inobservável,unobservable,morph,inobservável
inobservância,non-compliance,morph,inobservância
inobservã¢ncia,non-compliance,morph,inobservã¢ncer
inobstante,irrespective,morph,inobstante
inocorrente,non-current,morph,inocorrente
inocorrência,non-occurrence,morph,inocorrência
inofensivamente,harmlessly,morph,inofensivamente
inofensividade,harmlessness,morph,inofensividade
inofensivo,harmless,morph,inofensivo
inoficial,unofficial,morph,inoficial
inoperabilidade,inoperability,morph,inoperabilidade
inoperacional,inoperative,morph,inoperacional
inoperacionalidade,inoperability,morph,inoperacionalidade
inoperante,dead,morph,inoperante
inoperativo,inoperative,morph,inoperativo
inoperosidade,inoperability,morph,inoperosidade
inoperoso,inoperative,morph,inoperoso
inoperável,inoperable,morph,inoperável
inoperância,inoperability,morph,inoperância
inoponibilidade,unavailability,morph,inoponibilidade
inoponível,unopposable,morph,inoponível
inoportunamente,inopportunely,morph,inoportunamente
inoportunidade,inopportunity,morph,inoportunidade
inoportuno,inappropriate,morph,inoportuno
inorganicidade,inorganicity,morph,inorganicidade
inorganico,inorganic,morph,inorganico
inorganizado,unorganized,morph,inorganizar
inorgânico,inorganic,morph,inorgânico
inoxidável,stainless,morph,inoxidável
inpossivel,impossible,morph,inpossivel
inqualificado,unqualified,morph,inqualificar
inqualificável,unskillable,morph,inqualificável
inquantificável,unquantifiable,morph,inquantificável
inquebrável,unbreakable,morph,inquebrável
inquestionável,unquestionable,morph,inquestionável
inquietamente,restlessly,morph,inquietamente
inquietar,worry,morph,inquietar
inquieto,restless,morph,inquieto
inquietude,restlessness,morph,inquietude
insabido,unknown,morph,insaber
insaciado,insatiated,morph,insaciar
insaciedade,insatiation,morph,insaciedade
insaciável,insatiable,morph,insaciável
insacrificável,unsacrifice,morph,insacrificável
insalubre,unhealthy,morph,insalubre
insalubridade,unhealthiness,morph,insalubridade
insalutífero,unhealthy,morph,insalutífero
insalvável,unsalvageable,morph,insalvável
insanabilidade,insanity,morph,insanabilidade
insanidade,insanity,morph,insanidade
insano,insane,morph,insano
insanável,insanable,morph,insanável
insaponificável,unsaponifiable,morph,insaponificável
insastifação,dissatisfaction,morph,insastifação
insatifação,dissatisfaction,morph,insatifação
insatisfacão,dissatisfaction,morph,insatisfacão
insatisfatoriedade,dissatisfaction,morph,insatisfatoriedader
insatisfatã³rio,unsatisfactory,morph,insatisfatã³rio
insatisfatório,unsatisfactory,morph,insatisfatório
insatisfazer,dissatisfy,morph,insatisfazer
insatisfação,dissatisfaction,morph,insatisfação
insatisfeito,dissatisfied,morph,insatisfeito
insaturado,unsaturated,morph,insaturar
insaturação,unsaturation,morph,insaturação
insaturável,insaturable,morph,insaturável
insciência,unconsciousness,morph,insciência
inseguranca,insecurity,morph,inseguranca
insegurança,insecurity,morph,insegurança
inseguraça,insecurity,morph,inseguraço
inseguridade,insecurity,morph,inseguridade
inseguro,insecure,morph,inseguro
insensatamente,foolishly,morph,insensatamente
insensatez,foolishness,morph,insensatez
insensato,foolish,morph,insensato
insensibilidade,callousness,morph,insensibilidade
insensibilizador,stun,morph,insensibilizador
insensibilizar,desensitize,morph,insensibilizar
insensibilização,stunning,morph,insensibilização
insenso,senseless,morph,insenso
insensível,insensitive,morph,insensível
inseparabilidade,inseparability,morph,inseparabilidade
inseparável,inseparable,morph,inseparável
insepulto,unburied,morph,insepulto
inservível,unserviceable,morph,inservível
insignificancia,insignificance,morph,insignificancia
insignificante,insignificant,morph,insignificante
insignificativo,insignificant,morph,insignificativo
insignificância,insignificance,morph,insignificância
insinceridade,insincerity,morph,insinceridade
insincero,insincere,morph,insincero
insindicabilidade,unsindicability,morph,insindicabilidade
insindicável,unmentionable,morph,insindicávelr
insociabilidade,unsociability,morph,insociabilidade
insociável,unsociable,morph,insociável
insofrido,unsuffered,morph,insofrer
insofrível,insufferable,morph,insofrível
insolidarismo,insolidarism,morph,insolidarismo
insolidário,insolidarity,morph,insolidário
insolito,unusual,morph,insolito
insolubilidade,insolubility,morph,insolubilidade
insolubilização,insolubilization,morph,insolubilização
insoluble,insoluble,morph,insoluble
insolucionável,unsolvable,morph,insolucionável
insolvabilidade,insolvency,morph,insolvabilidade
insolvente,insolvent,morph,insolvente
insolvável,insolvable,morph,insolvável
insolvãªncia,insolvency,morph,insolvãªncia
insolvência,insolvency,morph,insolvência
insolúvel,insoluble,morph,insolúvel
insondável,unfathomable,morph,insondável
insonorização,soundproofing,morph,insonorização
insonoro,soundproof,morph,insonoro
insubmergível,unsinkable,morph,insubmergível
insubmersível,unsinkable,morph,insubmersível
insubmisso,unsubmissive,morph,insubmisso
insubmissão,insubordination,morph,insubmissão
insubordinado,insubordinate,morph,insubordinar
insubordinar,insubordinate,morph,insubordinar
insubordinação,insubordination,morph,insubordinação
insubornável,unbribable,morph,insubornável
insubsistente,insubstantial,morph,insubsistente
insubsistência,insubsistence,morph,insubsistência
insubstancial,insubstantial,morph,insubstancial
insubstancialidade,insubstantiality,morph,insubstancialidade
insubstituibilidade,irreplaceability,morph,insubstituibilidade
insubstituível,irreplaceable,morph,insubstituível
insucesso,failure,morph,insucesso
insuficiente,insufficient,morph,insuficiente
insuficientemente,insufficiently,morph,insuficientemente
insuficiência,failure,morph,insuficiência
insuperado,unsurpassed,morph,insuperar
insuperável,unsurpassable,morph,insuperável
insuportabilidade,unbearability,morph,insuportabilidade
insuportável,unbearable,morph,insuportável
insuprimível,insuppressible,morph,insuprimível
insuprível,insupply,morph,insuprível
insuscetibilidade,insusceptibility,morph,insuscetibilidade
insuscetível,insusceptible,morph,insuscetível
insuspeito,unsuspected,morph,insuspeito
insuspeição,unsuspicion,morph,insuspeição
insustentabilidade,unsustainability,morph,insustentabilidade
insustentável,unsustainable,morph,insustentável
insólido,insolid,morph,insóler
insólito,unusual,morph,insólito
intangibilidade,intangibility,morph,intangibilidade
intangãvel,intangible,morph,intangãvel
intangível,intangible,morph,intangível
intemperado,intemperate,morph,intemperar
intemperante,intemperate,morph,intemperante
intemperança,intemperance,morph,intemperança
intempestivamente,untimely,morph,intempestivamente
intempestividade,untimeliness,morph,intempestividade
intempestivo,untimely,morph,intempestivo
intemporal,timeless,morph,intemporal
intemporalidade,timelessness,morph,intemporalidade
intemporalmente,timelessly,morph,intemporalmente
interminável,endless,morph,interminável
intestável,untestable,morph,intestável
intimorato,summons,morph,intimorato
intocabilidade,untouchability,morph,intocabilidade
intocado,untouched,morph,intocar
intocável,untouchable,morph,intocável
intolerabilidade,intolerability,morph,intolerabilidade
intolerancia,intolerance,morph,intolerancia
intolerante,intolerant,morph,intolerante
intolerantemente,intolerantly,morph,intolerantemente
intolerável,intolerable,morph,intolerável
intolerância,intolerance,morph,intolerância
intolerãncia,intolerance,morph,intolerãncia
intolerã¢ncia,intolerance,morph,intolerã¢ncer
intolerência,intolerance,morph,intolerência
intraduzibilidade,untranslatability,morph,intraduzibilidade
intraduzível,untranslatable,morph,intraduzível
intragável,inedible,morph,intragável
intranquilidade,uneasiness,morph,intranquilidade
intranquilizar,disturb,morph,intranquilizar
intranqüilidade,uneasiness,morph,intranqüilidade
intranqüilizar,unsettle,morph,intranqüilizar
intranqüilo,uneasy,morph,intranqüilo
intranscendente,intranscendent,morph,intranscendente
intranscendência,intranscendence,morph,intranscendência
intransferibilidade,non-transferability,morph,intransferibilidade
intransferível,non-transferable,morph,intransferível
intransigente,uncompromising,morph,intransigente
intransigência,intransigence,morph,intransigência
intransigível,intransigent,morph,intransigível
intransitivamente,intransitively,morph,intransitivamente
intransitividade,intransitivity,morph,intransitividader
intransitivo,intransitive,morph,intransitivo
intransitável,impassable,morph,intransitável
intransmissibilidade,non-transferability,morph,intransmissibilidade
intransmissível,non-transferable,morph,intransmissível
intransparente,intransparent,morph,intransparente
intransparência,intransparency,morph,intransparência
intransponibilidade,insurmountability,morph,intransponibilidade
intransponível,insurmountable,morph,intransponível
intratabilidade,intractability,morph,intratabilidade
intratável,intractable,morph,intratável
intrépido,intrepid,morph,intréper
inultrapassável,insurmountable,morph,inultrapassável
inusual,unusual,morph,inusual
inusualmente,unusually,morph,inusualmente
inutilidade,uselessness,morph,inutilidade
inutilizável,unusable,morph,inutilizável
inutéis,useless,morph,inutel
invalidade,invalidity,morph,invalidade
invalidar,invalidate,morph,invalidar
invalidação,invalidation,morph,invalidação
invalidez,invalidity,morph,invalidez
invalido,invalid,morph,invalir
invariabilidade,invariability,morph,invariabilidade
invariado,invariable,morph,invariar
invariante,invariant,morph,invariante
invariança,invariance,morph,invariança
invariável,invariable,morph,invariável
invariância,invariance,morph,invariância
invencível,invincible,morph,invencível
invendável,unsaleable,morph,invendável
invendível,unsellable,morph,invendível
inveracidade,untruthfulness,morph,inveracidade
inverdade,untruth,morph,inverdade
inverificável,unverifiable,morph,inverificável
inverosimilhança,improbability,morph,inverosimilhança
inverossimilhança,improbability,morph,inverossimilhança
inverossímel,implausible,morph,inverossímel
inverossímil,implausible,morph,inverossímil
invertebrado,invertebrate,morph,invertebrar
invertebral,invertebral,morph,invertebral
inverídico,untrue,morph,inverídico
inviabilidade,unfeasibility,morph,inviabilidade
inviabilizar,make impossible,morph,inviabilizar
inviabilização,unfeasibility,morph,inviabilização
inviolabilidade,inviolability,morph,inviolabilidade
inviolável,inviolable,morph,inviolável
invisibilidade,invisibility,morph,invisibilidade
invisibilizar,make invisible,morph,invisibilizar
invisibilização,invisibilization,morph,invisibilização
invisãvel,invisible,morph,invisãvel
invisível,invisible,morph,invisível
invivível,unsurvivable,morph,invivível
inviável,unfeasible,morph,inviável
involuntariedade,involuntariness,morph,involuntariedade
involuntáriamente,involuntarily,morph,involuntáriamente
involuntário,involuntary,morph,involuntário
invulgar,unusual,morph,invulgar
invulgaridade,unusual,morph,invulgaridade
invulgarmente,unusually,morph,invulgarmente
invulnerabilidade,invulnerability,morph,invulnerabilidade
invulnerável,invulnerable,morph,invulnerável
inválido,invalid,morph,inváler
invísivel,invisible,morph,invísivel
inédito,unpublished,morph,inédito
inêxito,unsuccessful,morph,inêxito
inútil,useless,morph,inútil
inútile,useless,morph,inútile
irracional,irrational,morph,irracional
irracionalidade,irrationality,morph,irracionalidader
irracionalismo,irrationalism,morph,irracionalismo
irracionalmente,irrationally,morph,irracionalmente
irradial,irradial,morph,irradial
irrastreável,untraceable,morph,irrastreável
irrazoabilidade,unreasonableness,morph,irrazoabilidade
irrazoável,unreasonable,morph,irrazoável
irrazão,unreason,morph,irrazão
irreajustável,unadjustable,morph,irreajustável
irreal,unreal,morph,irreal
irrealidade,unreality,morph,irrealidade
irrealismo,unrealism,morph,irrealismo
irrealista,unrealistic,morph,irrealista
irrealisticamente,unrealistically,morph,irrealisticamente
irrealizável,unrealizable,morph,irrealizável
irrealístico,unrealistic,morph,irrealístico
irrebatível,irrevocable,morph,irrebatível
irrecomendável,irrecommended,morph,irrecomendável
irreconhecido,unrecognized,morph,irreconhecido
irreconhecível,unrecognizable,morph,irreconhecível
irrecorribilidade,unappealability,morph,irrecorribilidade
irrecorrível,irrevocable,morph,irrecorrível
irrecuperabilidade,irrecoverability,morph,irrecuperabilidade
irrecuperável,irretrievable,morph,irrecuperável
irrecusável,irrefutable,morph,irrecusável
irredimível,irredeemable,morph,irredimível
irredutibilidade,irreducibility,morph,irredutibilidade
irredutível,irreducible,morph,irredutível
irrefletidamente,thoughtlessly,morph,irrefletidamente
irrefletido,thoughtless,morph,irrefletir
irreflexivo,unreflective,morph,irreflexivo
irreflexo,thoughtless,morph,irreflexo
irreflexão,thoughtlessness,morph,irreflexão
irreformável,irreformable,morph,irreformável
irrefreado,unrestrained,morph,irrefrear
irrefutabilidade,irrefutability,morph,irrefutabilidade
irrefutável,irrefutable,morph,irrefutável
irregenerado,unregenerate,morph,irregenerar
irregular,irregular,morph,irregular
irregularidade,irregularity,morph,irregularidade
irregularmente,irregularly,morph,irregularmente
irrelevancia,irrelevance,morph,irrelevancia
irrelevante,irrelevant,morph,irrelevante
irrelevar,disregard,morph,irrelevar
irrelevância,irrelevance,morph,irrelevância
irreligiosidade,irreligiosity,morph,irreligiosidade
irreligioso,irreligious,morph,irreligioso
irreligião,irreligion,morph,irreligião
irremediável,irremediable,morph,irremediável
irremissível,irredeemable,morph,irremissível
irremovível,irremovable,morph,irremovível
irrenunciabilidade,non-renounceability,morph,irrenunciabilidade
irrenunciável,irrevocable,morph,irrenunciável
irreparabilidade,irreparability,morph,irreparabilidade
irreparável,irreparable,morph,irreparável
irrepetibilidade,unrepeatable,morph,irrepetibilidade
irrepetível,unrepeatable,morph,irrepetível
irreplicável,irreplicable,morph,irreplicável
irrepreensível,blameless,morph,irrepreensível
irrepresentabilidade,unrepresentability,morph,irrepresentabilidade
irrepresentável,unrepresentable,morph,irrepresentável
irreprimível,irrepressible,morph,irreprimível
irreprochável,irreproachable,morph,irreprochável
irreprodutível,irreproducible,morph,irreprodutível
irreproduzível,irreproducible,morph,irreproduzível
irreprovável,irreproachable,morph,irreprovável
irresgatável,irredeemable,morph,irresgatável
irresignado,irresigned,morph,irresignar
irresignar,resign,morph,irresignar
irresignação,irresignation,morph,irresignação
irresistibilidade,irresistibility,morph,irresistibilidade
irresistível,irresistible,morph,irresistível
irresoluto,irresolute,morph,irresoluto
irresolução,irresolution,morph,irresolução
irresolvido,unresolved,morph,irresolvir
irresolvível,unresolvable,morph,irresolvível
irresolúvel,irresolvable,morph,irresolúvel
irrespirável,unbreathable,morph,irrespirável
irrespondível,unanswerable,morph,irrespondível
irresponsabilidade,irresponsibility,morph,irresponsabilidade
irresponsabilização,irresponsibility,morph,irresponsabilização
irresponsivas,irresponsive,morph,irresponsivo
irresponsividade,irresponsiveness,morph,irresponsividade
irresponsivo,irresponsive,morph,irresponsivo
irresponsável,irresponsible,morph,irresponsável
irressecável,unresectable,morph,irressecável
irrestituível,irreplaceable,morph,irrestituível
irrestritamente,unrestrictedly,morph,irrestritamente
irrestrito,unrestricted,morph,irrestrito
irretornável,non-returnable,morph,irretornável
irretratabilidade,irreversibility,morph,irretratabilidade
irretratável,irreversible,morph,irretratável
irretroatividade,non-retroactivity,morph,irretroatividade
irretroativo,non-retroactive,morph,irretroativo
irrevelado,unrevealed,morph,irrevelar
irrevelável,unrevealable,morph,irrevelável
irreverente,irreverent,morph,irreverente
irreverentemente,irreverently,morph,irreverentemente
irreversibilidade,irreversibility,morph,irreversibilidade
irreversível,irreversible,morph,irreversível
irreverência,irreverence,morph,irreverênciar
irrevogabilidade,irrevocability,morph,irrevogabilidade
irrevogável,irrevocable,morph,irrevogável
irrompível,unbreakable,morph,irrompível
irrotacional,irrotational,morph,irrotacional
